epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1
1,1.9301659526267092,0.19118735577132406,0.16790308415201655,1.9039417531755236,0.14541971438523163,0.1553719058688581
2,1.9105959024934052,0.22432185309356903,0.1819336588844782,1.8865873959329393,0.2800417972831766,0.1634520689679098
3,1.890865139974525,0.24783384856533286,0.17919532308682204,1.8540909939342074,0.2542668059909439,0.18135381594378802
4,1.881946251584959,0.2524056254626203,0.19444994309557506,1.8435076024797228,0.28735632183908044,0.19881567343956133
5,1.8719815009151661,0.26289894196020375,0.1951218986873784,1.8203982498910691,0.32567049808429116,0.2634880480616492
6,1.8623309982188232,0.27404536944311403,0.20416751019293944,1.8168224785063,0.33786137234413094,0.21158686665165943
7,1.8541108472765655,0.27883485000217706,0.20997673807815073,1.7732324202855427,0.322884012539185,0.23432267892559538
8,1.820675715098474,0.27578699873731877,0.22984844959347792,1.794583809375763,0.35179380006966215,0.2711754169594515
9,1.8127416770770357,0.28266643444942746,0.24273187009969735,1.7236559391021729,0.3782654127481714,0.3091384129293477
10,1.7869218332189702,0.2935951582705621,0.25208976664780974,1.7021433432896933,0.33176593521421105,0.28559425836066293
11,1.770815346234356,0.29503200243828104,0.25860086834975327,1.6752662208345201,0.3286311389759666,0.2981902038422152
12,1.756412587790104,0.3035224452475291,0.2613529062320949,1.7434068507618374,0.3389063044235458,0.2915015784761823
13,1.7148560119538585,0.32115644185135195,0.28145871728146993,1.6125325653288098,0.413967258794845,0.3377601963404501
14,1.6931138938515964,0.3330430617842992,0.28842518026442576,1.5956018209457397,0.4218042493904563,0.34250145547358724
15,1.6745492877402346,0.33600383158444724,0.2932640211256343,1.5938270423147414,0.3730407523510972,0.32985941789590034
16,1.6684339016592935,0.3321287064048417,0.29211853127491183,1.5972737285825942,0.39690003483106934,0.3522326718940554
17,1.6518936359782737,0.3465406888143859,0.30469450037217144,1.5702020446459453,0.4393939393939394,0.3639928742449539
18,1.652738079055106,0.3512866286410937,0.30665357711463914,1.5558254732025993,0.40404040404040403,0.35251892655776473
19,1.639032083301491,0.3564679757913528,0.31254018252240495,1.5443061616685656,0.43120863810518983,0.3635673013186071
20,1.6337098354748696,0.35564070187660557,0.3128391001498243,1.5907856080267164,0.43608498780912575,0.3593802766380615
21,1.6052334567630524,0.36787564766839376,0.32360756572700644,1.5210619264178806,0.41762452107279696,0.35985753314862173
22,1.606308937072754,0.36992206208908435,0.3231958604266834,1.4998753971523708,0.44879832810867293,0.3857788331543013
23,1.594227198106665,0.3726651282274568,0.3250634253411209,1.5162684520085652,0.44810170672239635,0.385320223456138
24,1.5887663281395574,0.37645317194235206,0.32783397929907665,1.526606567700704,0.4503657262277952,0.38051352360825164
25,1.583675218159774,0.37815126050420167,0.3293925139869975,1.4988819506433275,0.44009056078021597,0.38155678030058254
26,1.588046609525229,0.38206992641616233,0.3325226345871288,1.4936674157778422,0.45802856147683735,0.3854902645514592
27,1.5796589074360627,0.3765402534070623,0.3300137506461663,1.4879771484269035,0.4592476489028213,0.40186066584492547
28,1.5728013266427936,0.3824617930073584,0.33377253073679797,1.4893374562263488,0.45315221177290144,0.3751174952677281
29,1.5704267702394874,0.39029912483127965,0.3408425648323596,1.482886458767785,0.4595959595959596,0.40123562754239994
30,1.563046792755552,0.38572734793399227,0.338621611293214,1.5342009041044447,0.4393939393939394,0.3702823486926424
31,1.562908189210387,0.38590151086341273,0.335287233129782,1.4686358915434943,0.45837687216997564,0.3945002982372444
32,1.5599266008414265,0.3953063090521183,0.3462632422650195,1.4802020960383946,0.4662138627655869,0.40371239768836026
33,1.5655513155095093,0.3886445770017852,0.3390865051651194,1.4846720178922017,0.46760710553814,0.40205392061261574
34,1.5553981308153413,0.39426133147559544,0.3436855799824472,1.5049974428282844,0.4658655520724486,0.40450758091518985
35,1.5469548708881176,0.3916053468019332,0.34442127669879524,1.5485055247942607,0.4683037269244166,0.38949847119621733
36,1.5463383845300063,0.39169242826664347,0.34418491578347676,1.4685642706023323,0.45419714385231624,0.3932169871718661
37,1.5413380768305744,0.39852832324639703,0.3501326118985458,1.4572630286216737,0.4719609892023685,0.403820042522479
38,1.5353188317134188,0.39595942003744505,0.34931895050191564,1.4613108860121833,0.4843260188087774,0.42337870454225535
39,1.524154673379776,0.4023163669612923,0.353895171018313,1.453374531533983,0.46847788227098575,0.40856435021110754
40,1.5359405647745372,0.39831061958462144,0.3531348979201607,1.4493252787325117,0.4714385231626611,0.40670764402312937
41,1.5364862746847041,0.39865894544346236,0.349694115308735,1.4471611671977573,0.48624172762103796,0.42334328288140954
42,1.5297104820899645,0.40349196673488047,0.35855581328361613,1.4278905113538107,0.47439916405433646,0.4116302020203237
43,1.5278556297084416,0.40192450037009625,0.35598310175947684,1.4356637954711915,0.47648902821316613,0.4113609667206504
44,1.511424773582841,0.4076283363086167,0.36331795379810394,1.428289488951365,0.4780564263322884,0.41656492005312745
45,1.4955711849552675,0.4109809726999608,0.36558430564994165,1.40727269715733,0.48188784395680945,0.4218127998141387
46,1.488675795225712,0.41372403883833325,0.36782807340218077,1.4059827347596487,0.4876349703935911,0.4281126454692426
47,1.4991292847232234,0.4116340836852876,0.3652201490781038,1.4106577886475458,0.4843260188087774,0.4200555398667399
48,1.494827454468666,0.41712021596203247,0.37129349687052976,1.4196730030907525,0.4904214559386973,0.4331415067792478
49,1.480488397616862,0.4175120825532285,0.37136620508622226,1.4051210774315728,0.4898989898989899,0.4251924678652904
50,1.4773430233214226,0.4164671049767057,0.3708957459422423,1.404388999276691,0.49216300940438873,0.4377410461874165
